Commit Number	Author	Date	Line	Content
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	42	        font-family: yakuhanjp-regular;
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	43	        font-display: swap;
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	44	        src: url(https://www.reuters.com/static/fonts/yakuhanjp/yakuhanjp-regular.woff2
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	45	      }
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	47	      @font-face {
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	48	        font-family: yakuhanjp-medium;
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	49	        font-display: swap;
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	50	        src: url(https://www.reuters.com/static/fonts/yakuhanjp/yakuhanjp-medium.woff2
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	51	      }
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	53	      @font-face {
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	54	        font-family: yakuhanjp-bold;
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	55	        font-display: swap;
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	56	        src: url(https://www.reuters.com/static/fonts/yakuhanjp/yakuhanjp-bold.woff2
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	57	      }
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	58	    </style><script type="application/javascript" id="polyfill-script">if(!Array.prototype.includes
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	59	function(w,d,s,l,i){w[l]=w[l]
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	60	new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0],
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	61	j=d.createElement(s),dl=l!='dataLayer'?'&l='+l:'';j.async=true;j.src=
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	62	'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f);
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	63	})(window,document,'script','dataLayer','GTM-K5WTBZN');
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	64	"				</script><script src=""//tru.am/scripts/custom/reuters.js"" async=""""></script><link href=""https://cdn.cookielaw.org/scripttemplates/otSDKStub.js"" rel=""preload"" as=""script"" type=""application/javascript""/><link href=""https://cdn.cookielaw.org/scripttemplates/202405.1.0/otBannerSdk.js"" rel=""preload"" as=""script"" type=""application/javascript""/>"
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	65	<script>(window.BOOMR_mq=window.BOOMR_mq
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	66	                              <script>!function(e){var n="https://s.go-mpulse.net/boomerang/";if("False"=="True")e.BOOMR_config=e.BOOMR_config
b972f38f	Ton That Tu Nguyen	7/17/24 21:23	12	    REU_CONFIG = load_site_config("reu.yaml")
